"subq","tags"
"L10quad_10x5","188204 188205 24428 24436 70804 70806 70807"
"L10quad_15x0","188211 188212 188213 188214 188215 188216 188217 188218 70810 70811 70813 70825 70828 70829 70830"
"L10quad_15x10","188234 188235 189774 189775 24474 70798 70799 70800"
"L10quad_15x15","188236 188237 70792 70793 70794 70795 70796 70797"
"L10quad_15x5","188206 188207 188208 188209 188210 24466 70803 70821 70822 70823 70824"
"L10quad_5x0","188225 188226 188227 188228 188229 188230 188231 70761 70762 70764"
"L10quad_5x10","189769 24429 70787"
"L10quad_5x15","188239 188240 188241 188242 188243 189768 70778 70784"
"L10quad_5x5","189751 189752 189753 189754 189755 24432 24435 70759 70788"
"L11quad_0x0","188247 188248 188249 188250 188251 188252 188253 24408 24457 70833 70834 70835 70836 70848"
"L11quad_0x10","189740 24404 70850 70855 70856"
"L11quad_0x15","189784 24465 72092 72093"
"L11quad_0x5","189733 189734 189735 189736 189737 189738 189739 70837 70838 70839"
"L11quad_10x0","188259 188260 188261 188262 188263 188264 50346 70885 70888 70889"
"L11quad_10x10","189742 189743 189744 189745 24498 70872 70873 70880"
"L11quad_10x15","189780 189781 189782 70859 70860 70876 70877 70878 70879"
"L11quad_10x5","24490 24494"
"L11quad_15x0","188265 188266 24538 70890 70891"
"L11quad_15x10","189746 189747 189748 189749 189750 189776 70866 70867 70868 70871"
"L11quad_15x15","189777 189778 189779 24512 70861 70862 70863 70965 75897"
"L11quad_15x5","189725 24534 70870"
"L11quad_5x0","188254 188255 188256 188257 188258 24481 70780"
"L11quad_5x10","189741 70852"
"L11quad_5x15","189783 70851"
"L11quad_5x5","189726 189727 189728 189729 189730 189731 189732 70840"
"L12quad_0x0","189785 70892 70894 70895"
"L12quad_0x10","192312 192313 192314 192396 192397 192398 192399 192400 23885 23889 23897 24001"
"L12quad_0x15","192365 192366 192367 192368 192369 192370 192371 70932 70935"
"L12quad_0x5","192310 192311 23877 23883 70901 70903"
"L12quad_10x0","189789 189791 24210 24216 70922 70972 70973 70974 70975 70976 70986"
"L12quad_10x10","192388 192389 192390 192391 192392 24224 70962 70963 70987"
"L12quad_10x15","192376 192377 192378 24230 24234 70938 70940"
"L12quad_10x5","189799 189800 192301 192302 192303 192304 192305 192306 192307 24258 70912 70977 70978 70979 70981 70982 70983 70984"
"L12quad_15x0","189792 189793 189794 189795 189796 189797 70967 70968 70970 70971 73502 73503 73504"
"L12quad_15x10","192383 192384 192385 192386 192387 24242 24244 24246 70988"
"L12quad_15x15","192379 192380 192381 192382 70946 70948 70949 70950 70952"
"L12quad_15x5","189798 70993 70994 70995"
"L12quad_5x0","189786 189787 189788 70919 70920 70923"
"L12quad_5x10","192393 192394 192395 24017 24019 24023 70905 70929"
"L12quad_5x15","192372 192373 192374 192375 24005 24011 70936 70937 70939"
"L12quad_5x5","192308 192309 24027 24029 70904 70908 70909 70911 70917"
"L13quad_0x0","192360 192361 192362 192363 192364 24047 24053 73505 73506"
"L13quad_0x10","189705 189706 189707 73524 73541 73542 73543"
"L13quad_0x15","185828 189708 189709 189710 189711 189712 73527 73529 73530"
"L13quad_0x5","192316 192317 192318 192319 192320 192321 192354 24057 24059 24061 73507 73508 73511"
"L13quad_10x0","24264 24268 24310 73579"
"L13quad_10x10","192346 192347 192348 192349 192350 192353 192355 24288 73563 73568 73569 73570 73574 73575"
"L13quad_10x15","189714 189715 189716 189717 189718 73546 73548 73549 73576"
"L13quad_10x5","192332 192333 73583 73584 73586"
"L13quad_15x0","192351 192352 192356 192357 24300 24302 24308 73578 73595 73597"
"L13quad_15x10","192339 192340 192341 192342 192344 192345 73555 73556 73557 73561 73562"
"L13quad_15x15","189719 189720 73544 73545 73550 73552 73553 73554"
"L13quad_15x5","192334 192335 192336 192337 192338 192343 73594"
"L13quad_5x0","192358 192359 24121 24262 73517 73518 73521"
"L13quad_5x10","189701 189702 189703 189704 192325 24093 24097 24101 73536 73537 73539 73540 73571"
"L13quad_5x15","189713 73535"
"L13quad_5x5","192322 192323 192324 192326 192327 192328 192329 192330 192331 24115 24117 73585"
"L14quad_0x0","189721 189722 189723 189724 23659 73610 73611"
"L14quad_0x10","191277 23685"
"L14quad_0x15","191294 191295 191296 191297 191298 191299 191300 23687 23689 23693 73613"
"L14quad_0x5","185851 191274 191275 191276 23665 23669 23671 73599 73600 73601 73636"
"L14quad_10x0","191255 191256 191257 191258 73678 73679"
"L14quad_10x10","191280 191281 22872 22874 73630 73665 73670 73671"
"L14quad_10x15","191290 73638 73640 73642 73643 73646"
"L14quad_10x5","191268 191269 191270 191271 191272 22868 24114 73680 73682"
"L14quad_15x0","191259 191260 191261 191262 191263 191264 24126 24130 73675 73676 73677 73690 73692"
"L14quad_15x10","191282 191283 191284 24102 24104 50371 73657 73658 73659 73661 73662 73663 73664"
"L14quad_15x15","191285 191286 191287 191288 191289 22886 22888 22890 22894 22896 73644 73645 73647 73648 73651 73653 73654 73655 73656"
"L14quad_15x5","191265 191266 191267 24108 73685 73686"
"L14quad_5x0","191251 191252 191253 191254 23721 23723 23727 23729 73607 73608 73609"
"L14quad_5x10","191279 23711 23713 73629 73631 73634"
"L14quad_5x15","191291 191292 191293 23701 23703 23705 73622 73623 73625"
"L14quad_5x5","191273 23715 73604"
"L15quad_0x0","191201 191202 191203 191204 191205 191206 191207 191208 191209 191210 23731 23735 23741 23747 73694 73710 73711 73712 73713"
"L15quad_0x10","191242 191243 191244 191245 191246 23759 50331 73718 73719 73720 73721 73744 73745 73749 73750"
"L15quad_0x15","192062 22826 23767 23769 23771 73724"
"L15quad_0x5","191241 23755 23757 72511 73695 73696 73697 73747 73748"
"L15quad_10x0","191218 191219 191220 73801 73803 73804 73805 73806 73811"
"L15quad_10x10","24160 73751 73770 73773 73774 73775 73778 73780 73781 73782 73783 73784 73785 73786 73787 73788 73789 73791"
"L15quad_10x15","192057 192058 24166 24168 24170 73752"
"L15quad_10x5","191231 191232 191233 191234 191235 191236 24148 24154 24156 73776 73777 73809 73813 73816 73817 73818 73821"
"L15quad_15x0","185852 191222 191223 191224 191225 24196 73794 73795 73798 73800 73830 73831 73833 73834 73835 73837"
"L15quad_15x10","192051 192052 192053 192054 192055 192056 24174 73763 73764 73766 73767"
"L15quad_15x15","50335 73755 73756 73757 73758"
"L15quad_15x5","191226 191227 191228 191229 191230 24158 24180 73822 73823 73824 73827"
"L15quad_5x0","191211 191212 191213 191214 191215 191216 191217 23907 23911 73702 73703 73707 73708 73709"
"L15quad_5x10","191247 191248 191249 191250 23777 23781 23783 23787 23789 23791 73733 73734 73735 73736 73737 73738 73740 73741 73793"
"L15quad_5x15","192059 192060 192061 73725 73726 73729 73730 73731"
"L15quad_5x5","191237 191238 191239 191240 23903 73701"
"M00quad_0x0","114129 114133 114153 63511"
"M00quad_0x10","114165 114171 114175 191579 191582 191583 191584 191586 21660 21662 50039 63516"
"M00quad_0x15","114167 21672 63517"
"M00quad_0x5","114157 191581 63505"
"M00quad_10x0","63549"
"M00quad_10x10","114103 191580 63533"
"M00quad_10x15","114099 114185 50040 63531 63532 63541"
"M00quad_10x5","63550"
"M00quad_15x0","191577"
"M00quad_15x10","191501 191502 63542 63543 63544 63545 63547"
"M00quad_15x15","114095 63540 72554"
"M00quad_15x5","114089 114091 191587 191588 63551 63552"
"M00quad_5x0","114127 191589 50041"
"M00quad_5x10","191585 63528 63529 63536"
"M00quad_5x15","114109 114139 191503 63521 63526 63527 63530 63538"
"M00quad_5x5","114113 114117 191578 63509"
"M01quad_0x0","63519 63555"
"M01quad_0x10","190851 191524 191525 63574"
"M01quad_0x15","114273 186059 190864 63575 63577 63637"
"M01quad_0x5","114219 191521 191522 191523 63558"
"M01quad_10x0","114189 114203 114205 114209 191507 191508 191509 191510 63607 63608 63609 63610"
"M01quad_10x10","114259 114401 190853 190854 190855 63584 63587 63588 63589"
"M01quad_10x15","114403 114405 190862 190863 50036 63591 63594 63595 63688"
"M01quad_10x5","114227 114233 114255 191518 191519 63617"
"M01quad_15x0","114197 114199 191511 191512 63628 63630 63632 63633 63634 63635"
"M01quad_15x10","190856 190857 190858 63602 63604 63605"
"M01quad_15x15","114449 190859 190860 190861 63596 63597 63600 63601"
"M01quad_15x5","191513 191514 191515 191516 191517 63621 63625 63631"
"M01quad_5x0","114135 114183 191504 191505 191506 63523 63568 63571"
"M01quad_5x10","114291 114293 190852 63583"
"M01quad_5x15","114287 114289 114295 114299 63578 63580 63581"
"M01quad_5x5","114223 186060 191520 63561 63562 63563 63564 63565"
"M02quad_0x0","190865 190866 190867 190868 190869"
"M02quad_0x10","63652"
"M02quad_0x15","191551 191552 191553"
"M02quad_0x5","114477 188666 188667"
"M02quad_10x0","114455 190874 190875 63687 63689"
"M02quad_10x10","188659 188660 188661 188662 63659"
"M02quad_10x15","114549 188652 188653 188654 63664 63665"
"M02quad_10x5","188668 188669 63692"
"M02quad_15x0","188672 188673 188674 188675 190872 190873 63704 63705 63709 63711 63712 63713 63714"
"M02quad_15x10","114427 188656 188657 188658 63677 63681 63682 63683 63686"
"M02quad_15x15","114563 188655 63669 63670 63672 63674"
"M02quad_15x5","114439 114443 188670 188671 51071 63684 63691 63693 63694 63695 63696 63697 63698 63699 63701 63703"
"M02quad_5x0","114461 114463 114467 190870 190871 63645 63647 63648 63650"
"M02quad_5x10","114487 114489 188663 188664 188665"
"M02quad_5x15","188651 63654 63656"
"M02quad_5x5","63640 63641 63644 63657"
"M03quad_0x0","191554"
"M03quad_0x10","191574 63725 63726 63727"
"M03quad_0x15","114689 191139 191140 63730 63731 63732 63733 63734 63736 63737"
"M03quad_0x5","114591 191570 191571 191572 191573 63720 63721 70138"
"M03quad_10x0","114569 114571 114573 114575 63668 63776 63777 63778 63779"
"M03quad_10x10","114645 114675 114679 191150 50026 63746 63747 63768"
"M03quad_10x15","191143 191144 63748 63749 63750 63751 63752 63753 63754 63757"
"M03quad_10x5","114577 191561 191562 191563 191564 191565 63780 63781 63788"
"M03quad_15x0","114667 191557 191558 63787 63789 63790 63791"
"M03quad_15x10","114655 114671 191147 191148 191149 63762 63763 63764 63765 63766 63767 63772 63773 63774 63782"
"M03quad_15x15","113001 113003 113005 191145 191146 51080 63756 63758 63760 72869"
"M03quad_15x5","114659 114663 114669 191559 191560 63785"
"M03quad_5x0","191555 191556 63717"
"M03quad_5x10","114605 114607 114681 191575 63743 63744 63745"
"M03quad_5x15","114685 114693 191141 191142 63738 63739 63740"
"M03quad_5x5","114603 191566 191567 191568 191569 63722"
"M04quad_0x0","113077 63792 63793 63794 63795 63796 63797"
"M04quad_0x10","113069 113087 113091 192240 192241 192242 50018 63811 63812 63814 63815 63817"
"M04quad_0x15","192280 192281 192282 192283 192284 63816 63818 63819 63820 63822 63823 63824"
"M04quad_0x5","113078 113081 113085 192237 192238 192239 63800"
"M04quad_10x0","63858 63859 63862 63863 63864 63867 63868"
"M04quad_10x10","113035 113045 113047 192245 63841 63873 63874"
"M04quad_10x15","192249 192250 63842 63844 63851 63954"
"M04quad_10x5","113027 192232 192233 192234 192235 63869 63872"
"M04quad_15x0","113007 113015 113019 186058 192229 192230 63881 63882 63883 72942"
"M04quad_15x10","192246 192247 63853 63855 63856 63857 63877 63878"
"M04quad_15x15","113119 192248 50024 63852"
"M04quad_15x5","192231 63876 63879"
"M04quad_5x0","113073 192228 63806 63807 63808 63866"
"M04quad_5x10","113055 113057 113061 113067 192243 192244 50020 63803 63833 63837 63838"
"M04quad_5x15","113051 113109 192275 192276 192277 192278 192279 63825 63826 63830 63848"
"M04quad_5x5","113063 192236 50022 63801 63802 63804 63805 63870"
"M05quad_0x0","113151 192285 63885 63887 63888 63889"
"M05quad_0x10","190683 190684 190685 63894 63910 63911 63912"
"M05quad_0x15","113315 113317 190699 190700 192401 192402 192403 192404 192405 192406 192407 192408 192409 192410 192411 192412 63913 63914 63916 63920"
"M05quad_0x5","190676 190677 190678 190679 190680 190681 190682 63891 63892 63895"
"M05quad_10x0","113125 113131 186057 190686 190687 190688 190689 192290 63849 63850 63945 63946 63951 63952 63953 63955 63956 63957 63969 63970"
"M05quad_10x15","113199 190694 190695 190696 63937 63938"
"M05quad_10x5","113167 113171 192297 50016 63960"
"M05quad_15x0","192291 192292 63966 63967"
"M05quad_15x10","113185 190690 63942 63943 63944 63947 63949"
"M05quad_15x15","113187 190691 190692 63940"
"M05quad_15x5","113179 192293 192295 192299 192300 50015 63961 63962"
"M05quad_5x0","113133 192286 192287 192288 63904 63908"
"M05quad_5x10","63902 63928"
"M05quad_5x15","190697 190698 63918 63924 63988"
"M05quad_5x5","113139 113147 113163 192294 192296 192298 63896 63897 63898 63899 63901 63903 63958 63959"
"M06quad_0x0","192413 192414 192415 192416 192417 63971 63973 70445"
"M06quad_0x10","190619 63991 63992 63994 63995"
"M06quad_0x15","186054 63996 63997 63998 63999"
"M06quad_0x5","105919 190620 190621 24902 63976"
"M06quad_10x0","110009 192420 192421 75524 75526 75528"
"M06quad_10x10","190615 190616 75523"
"M06quad_10x15","110027 190603 190604 190605 190606 75513"
"M06quad_10x5","190622 190623 190624 190625 75529 75530 75531 75532"
"M06quad_15x0","110001 192422 73087 75539 75540 75541 75542"
"M06quad_15x10","112404 112408 190612 190613 190614 75519 75520 75521 75522"
"M06quad_15x15","186056 190607 190608 190609 190610 75516 75517 75518"
"M06quad_15x5","192423 192424 192425 75534 75535 75536"
"M06quad_5x0","192418 192419 63983"
"M06quad_5x10","190617 190618 75505 75506 75507 75508 75510"
"M06quad_5x15","105929 110017 186055 190601 64000 75502 75503"
"M06quad_5x5","50303 63980"
"M07quad_0x0","190001 75543 75544 75547 75548 75549 75551 75559"
"M07quad_0x10","105985 105987 190024 190025 190626 190627 70502 70504 75562 75563 75564"
"M07quad_0x15","190051 190053 50305 75565 75566 75567 75568 75631"
"M07quad_0x5","190021 190022 190023 50308 75553 75554"
"M07quad_10x0","110039 110045 190005 190006 190007 190008 190009 75515 75600 75601 75604 75605 75606 75628"
"M07quad_10x10","105965 105969 190071 190072 190073 190074 190075 50330 75579"
"M07quad_10x15","190056 190057 190058 190059"
"M07quad_10x5","190017 190018 75580 75610 75612"
"M07quad_15x0","190010 190011 190012 190013 190014 75621 75622 75623 75624 75625 75626"
"M07quad_15x10","190067 190068 190069 190070"
"M07quad_15x15","105949 190060 190061 190062 190063 190064 190065 190066 75587 75588 75589 75590 75591 75592"
"M07quad_15x5","105939 112468 190015 190016 75598 75618"
"M07quad_5x0","110049 110051 110053 190002 190003 190004 50329 75556 75557 75558 75560 75608"
"M07quad_5x10","110079 190628 190629 75574 75576 75578"
"M07quad_5x15","105973 105977 190052 190054 190055 75572"
"M07quad_5x5","190019 190020 75555 75609 75611"
"M08quad_0x0","190050 75630 75633 75637"
"M08quad_0x10","190631 190632 190633 190634 75653 75654 75655 75656"
"M08quad_0x15","105817 105877 190079 190080 190081 190082 190084 75661 75662 75663 75664"
"M08quad_0x5","105805 105853 190026 190027 190028 190630 50400 75638 75641"
"M08quad_10x0","110360 190045 190046 190047 75700 75701"
"M08quad_10x10","110394 190639 190640 190641 190642 190643 190644 75676 75677 75680 75681 75684 75698"
"M08quad_10x15","112908 112914 112916 190090 190091 190093 190094 190095 190096 190097 190602 75685 75687 75689"
"M08quad_10x5","110386 190032 190033 75702 75707 75708 75709"
"M08quad_15x0","110366 110368 190043 190044 75725 75726 75727"
"M08quad_15x10","190645 190646 190647 190648 190649 190650 75694 75696 75697"
"M08quad_15x15","112924 190076 190098 190099 190100 75688 75690 75691 75692"
"M08quad_15x5","110370 110388 190034 190035 190036 190037 190038 190039 190040 190041 190042 75710 75714 75715 75719 75720 75722 75723 75724"
"M08quad_5x0","105535 105589 190048 190049 75645 75647 75648 75649 75650 75705"
"M08quad_5x10","105891 186051 190635 190636 190637 190638 75672 75673 75674 75675 75678 75679"
"M08quad_5x15","114307 114313 190083 190085 190086 190087 190088 190089 75658 75659 75660 75670 75671"
"M08quad_5x5","105825 190029 190030 190031 75642 75643 75644"
"M09quad_0x0","190077 190651 190652 190653 190654 190655 190656 190657 75731 75733 75734 75735 75736"
"M09quad_0x10","191979 191980 191981 75763 75765"
"M09quad_0x15","191982 191983 191984 191985 191986 75767 75768 75769"
"M09quad_0x5","192751 192752 192753 192754 192755 192756 192757 192758 192759 75737 75739 75741 75744"
"M09quad_10x0","186052 190663 190665 190666 190667 190668 190669 190670 190671 75808"
"M09quad_10x10","112520 112528 112530 75777 75778 75779 75811"
"M09quad_10x15","112452 112534 112544 191991 191992 75782 75785"
"M09quad_10x5","112516 192766 192767 192768 192769 192770 192771 192772 192773 75754 75755 75804 75805 75806 75807 75809 75810 75812 75813"
"M09quad_15x0","190672 190673 190674 75816 75817"
"M09quad_15x10","112578 191976 75797 75798 75800"
"M09quad_15x15","112540 112542 112560 112572 112576 191993 191995 75789 75793 75794 75795 82475 82476"
"M09quad_15x5","112588 192774 192775 75815"
"M09quad_5x0","105867 190658 190659 190660 190661 190662 75730 75751 75753 75756 75757 75758 75759 75760 75761"
"M09quad_5x10","191977 191978 75780 75781"
"M09quad_5x15","105881 191987 191988 191989 191990 75772 75773 75774 75776"
"M09quad_5x5","192760 192761 192762 192763 192764 192765"
"M10quad_0x0","191136 191137 191138 75770 75831 75832"
"M10quad_0x10","112059 112065 191812 191813"
"M10quad_0x15","112067 191871 191872 191873 191874 75837 75845 75846 75847"
"M10quad_0x5","112045 191814 191815 75818 75819 75821"
"M10quad_10x0","191126 191127 191128 191129 191130 191131 191132 191133 75787 75865 75869"
"M10quad_10x10","191806 191807 191808 191809 75860 75861 75862 75871"
"M10quad_10x15","191801 191802 191803 191804 191875 75863 75864"
"M10quad_10x5","191819 191820"
"M10quad_15x0","112080 191822 191823 191824 191825 75866 75867 75876"
"M10quad_15x10","112074 191805"
"M10quad_15x15","112070 75856 75857 75859"
"M10quad_15x5","112076 191821"
"M10quad_5x0","191134 191135"
"M10quad_5x10","191810 191811 75855"
"M10quad_5x15","112075 112077 112079 75849 75850"
"M10quad_5x5","191816 191817 191818"
"M11quad_0x0","112097 112203 191870 75879 75880 75893"
"M11quad_0x10","191547 191548 191549 191550 191865 191867 75887 75895 75914"
"M11quad_0x15","112279 112281 112287 191528 191529 191530 191531 75899 75902"
"M11quad_0x5","112227 112233 112235 191866 75883"
"M11quad_10x0","112100 191853 191854 191855 191856 191857 75923"
"M11quad_10x10","112224 112232 191542 191543 191544 75918 75919 75922"
"M11quad_10x15","112244 191534 191535 191536"
"M11quad_10x5","112220 191861 191862 191868 82470"
"M11quad_15x0","112092 112098 112310 191858 191859 73484 75924 75925 75926 75935"
"M11quad_15x10","191538 191539 191540 191541"
"M11quad_15x15","112292 191537 75916"
"M11quad_15x5","112300 112308 191860 191869 75930 75932 75933"
"M11quad_5x0","112091 191851 191852 75890 75891"
"M11quad_5x10","112245 112301 112303 112305 191545 191546"
"M11quad_5x15","112282 112295 112299 191532 191533 75904 75910 75911 75912"
"M11quad_5x5","75886 75889"
"M12quad_0x0","113541 113543 113565 191526 191527 191863 71000 73500 73501 75900 75939 75940"
"M12quad_0x10","113573 191103 191104 70957 75962"
"M12quad_0x15","191835 191836 70953 75954"
"M12quad_0x5","191105 191106 191107 191108 70998 75941 75943 75944 75945"
"M12quad_10x0","113556 113668 191120 75909 75989"
"M12quad_10x10","113676 191848"
"M12quad_10x15","113502 113516 113694 113696 191841 191842 191843 75956 75981 75982"
"M12quad_10x5","113670 113682 191109 191110 191111 75990 75992 75993"
"M12quad_15x0","113552 191114 191115 191116 191117 191118 191119 75985 76000"
"M12quad_15x10","113520 191846 191847 75970 75971 75997"
"M12quad_15x15","113504 113512 113514 191844 191845 75968"
"M12quad_15x5","113526 113528 113530 113534 191112 191113"
"M12quad_5x0","113605 113609 113611 113615 113617 191121 191122 191123 191124 191125 75905 75907 75948"
"M12quad_5x10","113587 113589 113593 113597 191101 191102 191849 191850 75957 75959 75960 75961 75963"
"M12quad_5x15","113579 113591 191837 191838 191839 191840 75955"
"M12quad_5x5","113571 113599 75946"
"M13quad_0x0","113557 191833 191834 76024 76026"
"M13quad_0x10","191891 191892 76027 76028 76029 76030"
"M13quad_0x15","113663 113671 113673 191389 82471"
"M13quad_0x5","113639 113649 76006 76012 76013"
"M13quad_10x0","113564 113566 113572 191829 191832 76099 76100 76102 76103 76104 76106"
"M13quad_10x10","191376 191377 191378 191379 191893 191895 191896 191897 76084 76088 76089 76090 76091 76092 76093"
"M13quad_10x15","113588 113590 113594 113598 191383 191384 191385 76054 76058 76094"
"M13quad_10x5","113576 113580 191882 191883 191884 191900 76107 76109 76110 76113 76115 76116"
"M13quad_15x0","113924 191826 191827 191828 191830 191831 191876 191877 76135"
"M13quad_15x10","113904 113910 113912 191380 191381 191382 76072 76074 76078 76079 76081 76082"
"M13quad_15x15","113902 76059 76060 76061 76062 76063 76068 76069 76070"
"M13quad_15x5","113920 113922 191800 191878 191879 76114 76119 76120 76121 76131"
"M13quad_5x0","113583 113619 113621 113631 113697 76020 76022"
"M13quad_5x10","113661 113685 191889 191894 191898 191899 76051 76052"
"M13quad_5x15","113683 191386 191387 76039 76044 76045 76046 76049"
"M13quad_5x5","113633 113647 113689 113693 191881 191885 191886 191887 191888 191890 76010 76014 76015 76016 76017 76019"
"M14quad_0x0","191390 191391 191392 24641 24657 76136 76139 76155"
"M14quad_0x10","191338 24651 24653 76158 76196"
"M14quad_0x15","191317 191318 191319 191320 191321 191322 191323 24679 24683 76162 76163 76164 76166 76167 76174"
"M14quad_0x5","191339 191340 24643 24647 76140"
"M14quad_10x0","191398 24702 24706 24718 76043 76055 76236 76237 76238 76239 76241 76243 76244 76245 76249"
"M14quad_10x10","191336 24728 24734 24744 76218 76219 76220 76221 76224"
"M14quad_10x15","191330 191331 191332 24746 24750 76198 76199 76201 76222 76231 76232 76350"
"M14quad_10x5","191343 191344 191345 24710 24712 24720 24724 76246 76250 76253 76254 76255 76256 76257 76258 76259 76260 76261 76262"
"M14quad_15x0","191350 191399 191400 24758 24760 24762 24772 50302 76234 76275 76276 76277 76278 76279 76348"
"M14quad_15x10","191334 191335 24732 24752 24766 76208 76213 76215 76216"
"M14quad_15x15","191333 76203 76205 76206 76207 76209 76344 76345"
"M14quad_15x5","191346 191347 191348 191349 24768 24770 76263 76264 76265 76266 76268 76269 76271 76272"
"M14quad_5x0","191393 191394 191395 191396 191397 24725 24731 76148 76149 76150 76151 76152"
"M14quad_5x10","191326 191337 24715 76187 76188 76193 76225"
"M14quad_5x15","191324 191325 191327 191328 191329 24699 50301 76178 76179 76185 76186"
"M14quad_5x5","191341 191342 24673 24677 24711 76146"
"M15quad_0x0","113407 113409 113435 191313 191314 191315 191316 76282 76284 76285 76286 76312 76313"
"M15quad_0x10","113421 76317 76318 76319 76320 76321 76322 76329 76330 76331"
"M15quad_0x15","113419 193148 194776 76324 76325"
"M15quad_0x5","113413 113415 113417 113439 193133 193134 76288 76289 76290 76291 76294 76295 76296 76298 76299 76301"
"M15quad_10x0","113460 113468 191308 191309 76349 76351 76352 76353 76355"
"M15quad_10x10","113476 193143 76338"
"M15quad_10x15","113478 193139 193146 193147 193150 76333 76334"
"M15quad_10x5","113470 113474 191301 191302 191303 193126 193127 193128 193129 76304 76357 76358"
"M15quad_15x0","113604 113608 113612 191306 191307 76340 76341 76342 76346 76347 76362 76363 76366 76367 76368 76369 76370"
"M15quad_15x10","193138 193141 193144"
"M15quad_15x15","193140 193142 193145 76335 76336"
"M15quad_15x5","113500 113602 191304 191305 76359 76360 76365 77865"
"M15quad_5x0","113466 113469 113473 191310 191311 191312 76307 76308 76309 76310 76311 76314"
"M15quad_5x10","113427 113447 193135 193136 193137"
"M15quad_5x15","113453 113455 113457 193149"
"M15quad_5x5","113429 193130 193131 193132 76302 76303 76305"
"N00quad_0x0","114026"
"N00quad_0x15","114048 194851 194852 194853 194854 194855 72553"
"N00quad_0x5","114030 114032"
"N00quad_10x0","114150 193042 193043 193044 72588 72590 72594 72595"
"N00quad_10x10","114060 114106 193058 193059 193060 193061 72567 72569 72586"
"N00quad_10x15","194839 194841 194842 194843 194844 194845 194846 194890 72570 72571 72572 72573 72574 72676"
"N00quad_10x5","114108 193053"
"N00quad_15x0","193045 193046 72596"
"N00quad_15x10","114082 114086 193062 193063 193064 193065 194837 194838 72577 72581 72584 72585 73857"
"N00quad_15x15","114090 114094 193047"
"N00quad_15x5","114124 193048 193049 193050 193051 193052 72587 72591 72592"
"N00quad_5x0","114148 194801 72548"
"N00quad_5x10","193057 72559 72561 72562 72563 72564 72565 72566"
"N00quad_5x15","114054 114056 194847 194848 194849 194850 72555 72556 72557 72560"
"N00quad_5x5","114138 193054"
"N01quad_0x0","114158 114164 194593 194594 194595 194596 197592 72599 72600 72601 72602 72603 72605"
"N01quad_0x10","114186 114192 194540 194541 194542 194543 194544 194545 72635 72636 72637"
"N01quad_0x15","114276 72639 72640 72642 72643"
"N01quad_0x5","114182 114184 194576 72607 72608 72609 72611 72612"
"N01quad_10x0","114172 194578 194579 194585 194586 194587 72671 72672 72673 72677 72678 72679 72680 72682 72683"
"N01quad_10x15","114268 114270 72654 72655 72656"
"N01quad_10x5","194534 194535 194567 72653 72685 72687 72689"
"N01quad_15x0","114248 114250 194577 194580 194581 194582 194583 194584 72703"
"N01quad_15x10","114258 194547 72651 72659 72660 72666 72667 73938"
"N01quad_15x15","194548 194549 194550 194551 194552 194553 194554 72657 72661 72662 72663 72664"
"N01quad_15x5","194536 194537 194538 194539 72668 72669 72688 72693 72695 72696 72697 72700"
"N01quad_5x0","194588 194589 194590 194591 72598 72622 72623 72624 72626 72628 72629 72630 72631"
"N01quad_5x10","114208 114222 194546 72634 72648 72649"
"N01quad_5x15","114404 194555 194556 72787"
"N01quad_5x5","114180 114210 114218 194568 194569 194570 194571 194572 194573 194574 194575 72615 72616 72618 72619 72621"
"N02quad_0x0","193030 193031 193032 193033 193066 51064 72751 72752 72755 72756 72757 72759 72760"
"N02quad_0x10","113022 113052 114557 188999 193067 63678 63679 63680 72789 72791 72793"
"N02quad_0x15","113050 114559 194597 194598 63675"
"N02quad_0x5","113010 113014 193001 193002 193003 193004 193005 193006 193069 193070 63708 72762 72764 72765 72766"
"N02quad_10x0","113092 72817 72818"
"N02quad_10x10","113060 193071 193072 193073 193074 72800 72802 72804 72805"
"N02quad_10x15","113058 72807"
"N02quad_10x5","193014 193015 72801 72820 72821 72822 72823"
"N02quad_15x0","113086 113088 193020 72837"
"N02quad_15x10","113062 193075 72814 72815"
"N02quad_15x15","113084 186062 193076 193077 72808 72809 72810"
"N02quad_15x5","113066 113070 193016 193017 193018 193019 72826 72828 72829 72830 72831 72832 72833 72834"
"N02quad_5x0","114292 193021 193022 193023 193024 193025 193026 193027 193028 193029 51042 72774 72775 72776 72778 72779 72780 72781 72783 72785"
"N02quad_5x10","113028 189000 193068"
"N02quad_5x15","194599 194600 72795"
"N02quad_5x5","114200 114206 114300 193007 193008 193009 193010 193011 193012 193013 72771 72772 72773"
"N03quad_0x0","113148 191459 191460 191462 191463 191464 191465 72838 72839 72840 72845 72846"
"N03quad_0x10","113318 113320 188979 188980 188981 188982 72850 72860 72861 72862 72863 72864 72866"
"N03quad_0x15","113312 113314 113316 188997 188998 72870 72873 72875 72877 72878"
"N03quad_0x5","113152 113160 188976 188977 188978 191435 72847 72848 72849 72851"
"N03quad_10x0","113104 113106 113114 191456 72908 72909 72910 72912"
"N03quad_10x10","113174 113176 188986 72892 72893 72919"
"N03quad_10x15","113186 113304 113306 188994 188995 72894 72895 72896 72897 72898"
"N03quad_10x5","113132 113136 113138 191440 191441 191442 72913 72914 72915 72916 72917"
"N03quad_15x0","113096 113098 191451 191452 191453 191454 191455 72928 72929 72930 72931"
