"tag","quad","dx","dy","gx","gy","fam","gen","epitsp","species","status","data","dap","alt","qindex","subquad","nfuste","arv_key0","arv_key","dbhcm","tagchar"
"78285","P04",9.4,19.5,309.39999961853,99.5,"Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","A","2009-10-07","16","3","5x15","P04quad_5x15",1,"arv_78285","arv_78285.1",1.6,"078285"
"78286","P04",8.5,18.4,308.5,98.3999996185303,"Rubiaceae","Psychotria","hastisepala","Psychotria hastisepala","A","2009-10-07","13; 11","2","5x15","P04quad_5x15",2,"arv_78286","arv_78286.1",1.3,"078286"
"78287","P04",7.4,13.2,307.400000095367,93.1999998092651,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-07","33","3","5x10","P04quad_5x10",1,"arv_78287","arv_78287.1",3.3,"078287"
"78288","P04",8.3,14.3,308.300000190735,94.3000001907349,"Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","A","2009-10-07","40","6","5x10","P04quad_5x10",1,"arv_78288","arv_78288.1",4,"078288"
"78289","P04",7.4,10.5,307.400000095367,90.5,"Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","A","2009-10-07","29","6","5x10","P04quad_5x10",1,"arv_78289","arv_78289.1",2.9,"078289"
"78290","P04",9.1,10.6,309.10000038147,90.6000003814697,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-07","21","5","5x10","P04quad_5x10",1,"arv_78290","arv_78290.1",2.1,"078290"
"78291","P04",13,10.7,313,90.6999998092651,"Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","A","2009-10-07","31; 14","5","10x10","P04quad_10x10",2,"arv_78291","arv_78291.1",3.1,"078291"
"78292","P04",10.5,12.5,310.5,92.5,"Meliaceae","Cabralea","canjerana","Cabralea canjerana","A","2009-10-07","25","4","10x10","P04quad_10x10",1,"arv_78292","arv_78292.1",2.5,"078292"
"78293","P04",11.3,16.5,311.300000190735,96.5,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-07","29","5","10x15","P04quad_10x15",1,"arv_78293","arv_78293.1",2.9,"078293"
"78294","P04",10.8,17.7,310.800000190735,97.7000007629395,"Myrtaceae","Myrcia","splendens","Myrcia splendens","A","2009-10-07","16","3","10x15","P04quad_10x15",1,"arv_78294","arv_78294.1",1.6,"078294"
"78295","P04",13,18.6,313,98.6000003814697,"Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","A","2009-10-07","20","5","10x15","P04quad_10x15",1,"arv_78295","arv_78295.1",2,"078295"
"78296","P04",16.5,18.6,316.5,98.6000003814697,"Myrtaceae","Myrcia","splendens","Myrcia splendens","A","2009-10-07","18","3","15x15","P04quad_15x15",1,"arv_78296","arv_78296.1",1.8,"078296"
"78297","P04",18.1,18.9,318.10000038147,98.8999996185303,"Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","A","2009-10-07","26","5","15x15","P04quad_15x15",1,"arv_78297","arv_78297.1",2.6,"078297"
"78298","P04",18.7,13.1,318.700000762939,93.1000003814697,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-07","55","7","15x10","P04quad_15x10",1,"arv_78298","arv_78298.1",5.5,"078298"
"78299","P04",18.5,14.4,318.5,94.3999996185303,"Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","A","2009-10-07","17","3","15x10","P04quad_15x10",1,"arv_78299","arv_78299.1",1.7,"078299"
"78300","P04",15.7,13.5,315.699999809265,93.5,"Lauraceae","Aniba","viridis","Aniba viridis","A","2009-10-07","20","4","15x10","P04quad_15x10",1,"arv_78300","arv_78300.1",2,"078300"
"78301","P06",4.1,3.7,304.099999904633,123.700000047684,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-10-09","50","6","0x0","P06quad_0x0",1,"arv_78301","arv_78301.1",5,"078301"
"78302","P06",3.8,2.6,303.799999952316,122.599999904633,"Myrtaceae","Myrcia","pulchra","Myrcia pulchra","A","2009-10-09","16","3","0x0","P06quad_0x0",1,"arv_78302","arv_78302.1",1.6,"078302"
"78303","P06",3.9,1.7,303.900000095367,121.700000047684,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","43","6","0x0","P06quad_0x0",1,"arv_78303","arv_78303.1",4.3,"078303"
"78304","P06",3.1,0.4,303.099999904633,120.40000000596,"Celastraceae","Maytenus","robusta","Maytenus robusta","A","2009-10-09","24","4","0x0","P06quad_0x0",1,"arv_78304","arv_78304.1",2.4,"078304"
"78305","P06",3.6,4.4,303.599999904633,124.400000095367,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","30","2","0x0","P06quad_0x0",1,"arv_78305","arv_78305.1",3,"078305"
"78306","P06",1.3,1.9,301.299999952316,121.899999976158,"Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","A","2009-10-09","19","3","0x0","P06quad_0x0",1,"arv_78306","arv_78306.1",1.9,"078306"
"78307","P06",1,2.6,301,122.599999904633,"Malpighiaceae","Byrsonima","ligustrifolia","Byrsonima ligustrifolia","A","2009-10-09","33","5","0x0","P06quad_0x0",1,"arv_78307","arv_78307.1",3.3,"078307"
"78308","P06",0.8,3.1,300.800000011921,123.099999904633,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-10-09","21","4","0x0","P06quad_0x0",1,"arv_78308","arv_78308.1",2.1,"078308"
"78309","P06",0.2,3.9,300.20000000298,123.900000095367,"Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","A","2009-10-09","13","3","0x0","P06quad_0x0",1,"arv_78309","arv_78309.1",1.3,"078309"
"78310","P06",0.4,4.7,300.40000000596,124.699999809265,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","37","7","0x0","P06quad_0x0",1,"arv_78310","arv_78310.1",3.7,"078310"
"78311","P06",1.7,4.8,301.700000047684,124.800000190735,"Malpighiaceae","Byrsonima","ligustrifolia","Byrsonima ligustrifolia","A","2009-10-09","14","3","0x0","P06quad_0x0",1,"arv_78311","arv_78311.1",1.4,"078311"
"78312","P06",1.7,4.3,301.700000047684,124.300000190735,"Malpighiaceae","Byrsonima","ligustrifolia","Byrsonima ligustrifolia","A","2009-10-09","20","3","0x0","P06quad_0x0",1,"arv_78312","arv_78312.1",2,"078312"
"78313","P06",2.3,3.9,302.299999952316,123.900000095367,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","30","3","0x0","P06quad_0x0",1,"arv_78313","arv_78313.1",3,"078313"
"78314","P06",2.3,3.4,302.299999952316,123.400000095367,"Sapindaceae","Matayba","guianensis","Matayba guianensis","A","2009-10-09","14","2","0x0","P06quad_0x0",1,"arv_78314","arv_78314.1",1.4,"078314"
"78315","P06",1.4,6.6,301.399999976158,126.599999904633,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","25","4","0x5","P06quad_0x5",1,"arv_78315","arv_78315.1",2.5,"078315"
"78316","P06",0.2,8,300.20000000298,128,"Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","A","2009-10-09","21","3","0x5","P06quad_0x5",1,"arv_78316","arv_78316.1",2.1,"078316"
"78317","P06",2.2,8.7,302.200000047684,128.699999809265,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","30","4","0x5","P06quad_0x5",1,"arv_78317","arv_78317.1",3,"078317"
"78318","P06",5.7,8.7,305.699999809265,128.699999809265,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","13","4","5x5","P06quad_5x5",1,"arv_78318","arv_78318.1",1.3,"078318"
"78319","P06",5.8,9.5,305.800000190735,129.5,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","12","3","5x5","P06quad_5x5",1,"arv_78319","arv_78319.1",1.2,"078319"
"78320","P06",7.7,6.7,307.699999809265,126.699999809265,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","13","2","5x5","P06quad_5x5",1,"arv_78320","arv_78320.1",1.3,"078320"
"78321","P06",8.8,8.4,308.800000190735,128.39999961853,"Sapotaceae","Manilkara","subsericea","Manilkara subsericea","A","2009-10-09","34","5","5x5","P06quad_5x5",1,"arv_78321","arv_78321.1",3.4,"078321"
"78322","P06",8.8,7.3,308.800000190735,127.300000190735,"Olacaceae","Heisteria","silvianii","Heisteria silvianii","A","2009-10-09","43","7","5x5","P06quad_5x5",1,"arv_78322","arv_78322.1",4.3,"078322"
"78323","P06",6,4.5,306,124.5,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","22","4","5x0","P06quad_5x0",1,"arv_78323","arv_78323.1",2.2,"078323"
"78324","P06",6.1,2.5,306.099999904633,122.5,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","29","4","5x0","P06quad_5x0",1,"arv_78324","arv_78324.1",2.9,"078324"
"78325","P06",4.5,14.4,304.5,134.39999961853,"Rubiaceae","Amaioua","intermedia","Amaioua intermedia","A","2009-10-09","11","2","0x10","P06quad_0x10",1,"arv_78325","arv_78325.1",1.1,"078325"
"78326","P06",4.3,13.4,304.300000190735,133.39999961853,"Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","A","2009-10-09","10","2","0x10","P06quad_0x10",1,"arv_78326","arv_78326.1",1,"078326"
"78327","P06",3.5,10.7,303.5,130.699999809265,"Rubiaceae","Psychotria","mapourioides","Psychotria mapourioides","A","2009-10-09","21","5","0x10","P06quad_0x10",1,"arv_78327","arv_78327.1",2.1,"078327"
"78328","P06",3.4,11.8,303.400000095367,131.800000190735,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","12","3","0x10","P06quad_0x10",1,"arv_78328","arv_78328.1",1.2,"078328"
"78329","P06",0.3,11.4,300.300000011921,131.39999961853,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","32","4","0x10","P06quad_0x10",1,"arv_78329","arv_78329.1",3.2,"078329"
"78330","P06",0.1,12.1,300.10000000149,132.10000038147,"Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","A","2009-10-09","19","4","0x10","P06quad_0x10",1,"arv_78330","arv_78330.1",1.9,"078330"
"78331","P06",0.7,12.8,300.699999988079,132.800000190735,"Celastraceae","Maytenus","robusta","Maytenus robusta","A","2009-10-09","18","5","0x10","P06quad_0x10",1,"arv_78331","arv_78331.1",1.8,"078331"
"78332","P06",1.7,15.5,301.700000047684,135.5,"Aquifoliaceae","Ilex","dumosa","Ilex dumosa","A","2009-10-09","19","4","0x15","P06quad_0x15",1,"arv_78332","arv_78332.1",1.9,"078332"
"78333","P06",0.5,17.4,300.5,137.39999961853,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","27","4","0x15","P06quad_0x15",1,"arv_78333","arv_78333.1",2.7,"078333"
"78334","P06",4.2,16,304.199999809265,136,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","29","3","0x15","P06quad_0x15",1,"arv_78334","arv_78334.1",2.9,"078334"
"78335","P06",2.3,18.1,302.299999952316,138.10000038147,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-10-09","30","5","0x15","P06quad_0x15",1,"arv_78335","arv_78335.1",3,"078335"
"78336","P06",0.5,19.7,300.5,139.700000762939,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","21","4","0x15","P06quad_0x15",1,"arv_78336","arv_78336.1",2.1,"078336"
"78337","P06",3,19.7,303,139.700000762939,"Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","A","2009-10-09","16","3","0x15","P06quad_0x15",1,"arv_78337","arv_78337.1",1.6,"078337"
"78338","P06",3.3,19.1,303.299999952316,139.10000038147,"Rubiaceae","Amaioua","intermedia","Amaioua intermedia","A","2009-10-09","24","9","0x15","P06quad_0x15",1,"arv_78338","arv_78338.1",2.4,"078338"
"78339","P06",4.2,18.4,304.199999809265,138.39999961853,"Fabaceae","Albizia","pedicellaris","Albizia pedicellaris","A","2009-10-09","22","4","0x15","P06quad_0x15",1,"arv_78339","arv_78339.1",2.2,"078339"
"78340","P06",5.7,18,305.699999809265,138,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","14","3","5x15","P06quad_5x15",1,"arv_78340","arv_78340.1",1.4,"078340"
"78341","P06",5.3,19.7,305.300000190735,139.700000762939,"Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","A","2009-10-09","29","5","5x15","P06quad_5x15",1,"arv_78341","arv_78341.1",2.9,"078341"
"78342","P06",5.8,18.8,305.800000190735,138.799999237061,"Aquifoliaceae","Ilex","theezans","Ilex theezans","A","2009-10-09","19","3","5x15","P06quad_5x15",1,"arv_78342","arv_78342.1",1.9,"078342"
"78343","P06",7.4,19.4,307.400000095367,139.39999961853,"Fabaceae","Ormosia","arborea","Ormosia arborea","A","2009-10-09","18","3","5x15","P06quad_5x15",1,"arv_78343","arv_78343.1",1.8,"078343"
"78344","P06",7.4,19.8,307.400000095367,139.799999237061,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","30","3","5x15","P06quad_5x15",1,"arv_78344","arv_78344.1",3,"078344"
"78345","P06",7.5,18.6,307.5,138.60000038147,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","31","4","5x15","P06quad_5x15",1,"arv_78345","arv_78345.1",3.1,"078345"
"78346","P06",8.5,17.9,308.5,137.89999961853,"Aquifoliaceae","Ilex","theezans","Ilex theezans","A","2009-10-09","16","3","5x15","P06quad_5x15",1,"arv_78346","arv_78346.1",1.6,"078346"
"78347","P06",7.9,14.6,307.900000095367,134.60000038147,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","28","3","5x10","P06quad_5x10",1,"arv_78347","arv_78347.1",2.8,"078347"
"78348","P06",7.9,13.9,307.900000095367,133.89999961853,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","29","4","5x10","P06quad_5x10",1,"arv_78348","arv_78348.1",2.9,"078348"
"78349","P06",9.1,13.5,309.10000038147,133.5,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","36","5","5x10","P06quad_5x10",1,"arv_78349","arv_78349.1",3.6,"078349"
"78350","P06",8.2,13.1,308.199999809265,133.10000038147,"Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","A","2009-10-09","12","3","5x10","P06quad_5x10",1,"arv_78350","arv_78350.1",1.2,"078350"
"78351","P06",9.2,12.7,309.199999809265,132.699999809265,"Rubiaceae","Amaioua","intermedia","Amaioua intermedia","A","2009-10-09","16","3","5x10","P06quad_5x10",1,"arv_78351","arv_78351.1",1.6,"078351"
"78352","P06",9.2,12.2,309.199999809265,132.199999809265,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-10-09","14","2","5x10","P06quad_5x10",1,"arv_78352","arv_78352.1",1.4,"078352"
"78353","P06",9.2,11.5,309.199999809265,131.5,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","11","3","5x10","P06quad_5x10",1,"arv_78353","arv_78353.1",1.1,"078353"
"78354","P06",8.1,12.5,308.10000038147,132.5,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","32","4","5x10","P06quad_5x10",1,"arv_78354","arv_78354.1",3.2,"078354"
"78355","P06",5.8,12.3,305.800000190735,132.300000190735,"Myrtaceae","Myrcia","splendens","Myrcia splendens","A","2009-10-09","23","3","5x10","P06quad_5x10",1,"arv_78355","arv_78355.1",2.3,"078355"
"78356","P06",13.6,10.7,313.60000038147,130.699999809265,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","29","4","10x10","P06quad_10x10",1,"arv_78356","arv_78356.1",2.9,"078356"
"78357","P06",13.6,13.1,313.60000038147,133.10000038147,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-10-09","16","3","10x10","P06quad_10x10",1,"arv_78357","arv_78357.1",1.6,"078357"
"78358","P06",13.5,18.1,313.5,138.10000038147,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","30","4","10x15","P06quad_10x15",1,"arv_78358","arv_78358.1",3,"078358"
"78359","P06",10.7,19.8,310.699999809265,139.799999237061,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","29","3","10x15","P06quad_10x15",1,"arv_78359","arv_78359.1",2.9,"078359"
"78360","P06",15.4,18.9,315.39999961853,138.89999961853,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","14","3","15x15","P06quad_15x15",1,"arv_78360","arv_78360.1",1.4,"078360"
"78361","P06",16.1,19.9,316.10000038147,139.89999961853,"Aquifoliaceae","Ilex","theezans","Ilex theezans","A","2009-10-09","19","3","15x15","P06quad_15x15",1,"arv_78361","arv_78361.1",1.9,"078361"
"78362","P06",17.2,19.1,317.200000762939,139.10000038147,"Aquifoliaceae","Ilex","dumosa","Ilex dumosa","A","2009-10-09","19","3","15x15","P06quad_15x15",1,"arv_78362","arv_78362.1",1.9,"078362"
"78363","P06",16.2,15.7,316.200000762939,135.699999809265,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","25","4","15x15","P06quad_15x15",1,"arv_78363","arv_78363.1",2.5,"078363"
"78364","P06",18.9,17,318.89999961853,137,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","25","4","15x15","P06quad_15x15",1,"arv_78364","arv_78364.1",2.5,"078364"
"78365","P06",19.2,18.5,319.200000762939,138.5,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","15","5","15x15","P06quad_15x15",1,"arv_78365","arv_78365.1",1.5,"078365"
"78366","P06",12,5.6,312,125.599999904633,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","17; 22","3","10x5","P06quad_10x5",2,"arv_78366","arv_78366.1",1.7,"078366"
"78367","P06",11,6.4,311,126.400000095367,"Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","A","2009-10-09","28","6","10x5","P06quad_10x5",1,"arv_78367","arv_78367.1",2.8,"078367"
"78368","P06",11.5,7,311.5,127,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","30","6","10x5","P06quad_10x5",1,"arv_78368","arv_78368.1",3,"078368"
"78369","P06",12.3,6.6,312.300000190735,126.599999904633,"Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","A","2009-10-09","15","3","10x5","P06quad_10x5",1,"arv_78369","arv_78369.1",1.5,"078369"
"78370","P06",16.2,9.7,316.200000762939,129.699999809265,"Aquifoliaceae","Ilex","theezans","Ilex theezans","A","2009-10-09","19","5","15x5","P06quad_15x5",1,"arv_78370","arv_78370.1",1.9,"078370"
"78371","P06",17.4,9.4,317.39999961853,129.39999961853,"Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","A","2009-10-09","18","3","15x5","P06quad_15x5",1,"arv_78371","arv_78371.1",1.8,"078371"
"78372","P06",17.2,6.8,317.200000762939,126.800000190735,"Sapindaceae","Matayba","guianensis","Matayba guianensis","A","2009-10-09","10","3","15x5","P06quad_15x5",1,"arv_78372","arv_78372.1",1,"078372"
"78373","P06",16.8,6.1,316.799999237061,126.099999904633,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","31","5","15x5","P06quad_15x5",1,"arv_78373","arv_78373.1",3.1,"078373"
"78374","P06",17.8,7.5,317.799999237061,127.5,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","14","3","15x5","P06quad_15x5",1,"arv_78374","arv_78374.1",1.4,"078374"
"78375","P06",18.3,6.2,318.299999237061,126.199999809265,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","14","3","15x5","P06quad_15x5",1,"arv_78375","arv_78375.1",1.4,"078375"
"78376","P06",18.5,4.7,318.5,124.699999809265,"Myrtaceae","Blepharocalyx","salicifolius","Blepharocalyx salicifolius","A","2009-10-09","18","4","15x0","P06quad_15x0",1,"arv_78376","arv_78376.1",1.8,"078376"
"78377","P06",18.3,3.6,318.299999237061,123.599999904633,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","30","6","15x0","P06quad_15x0",1,"arv_78377","arv_78377.1",3,"078377"
"78378","P06",16.1,2.9,316.10000038147,122.900000095367,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","32","5","15x0","P06quad_15x0",1,"arv_78378","arv_78378.1",3.2,"078378"
"78379","P06",17.5,1.3,317.5,121.299999952316,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","25","4","15x0","P06quad_15x0",1,"arv_78379","arv_78379.1",2.5,"078379"
"78380","P06",15.6,0.5,315.60000038147,120.5,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","44","6","15x0","P06quad_15x0",1,"arv_78380","arv_78380.1",4.4,"078380"
"78381","P07",3,2.6,303,142.599999904633,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","30","4","0x0","P07quad_0x0",1,"arv_78381","arv_78381.1",3,"078381"
"78382","P07",3.3,1.2,303.299999952316,141.200000047684,"Olacaceae","Heisteria","silvianii","Heisteria silvianii","A","2009-10-09","25","4","0x0","P07quad_0x0",1,"arv_78382","arv_78382.1",2.5,"078382"
"78383","P07",2.9,3.5,302.900000095367,143.5,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","31","3","0x0","P07quad_0x0",1,"arv_78383","arv_78383.1",3.1,"078383"
"78384","P07",2.1,3.3,302.099999904633,143.299999952316,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","28","4","0x0","P07quad_0x0",1,"arv_78384","arv_78384.1",2.8,"078384"
"78386","P07",0.5,0.8,300.5,140.800000011921,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","35","5","0x0","P07quad_0x0",1,"arv_78386","arv_78386.1",3.5,"078386"
"78387","P07",2.9,5.3,302.900000095367,145.300000190735,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","28","4","0x5","P07quad_0x5",1,"arv_78387","arv_78387.1",2.8,"078387"
"78388","P07",0.5,7,300.5,147,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","14","2","0x5","P07quad_0x5",1,"arv_78388","arv_78388.1",1.4,"078388"
"78389","P07",5.3,7.7,305.300000190735,147.699999809265,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","28","4","5x5","P07quad_5x5",1,"arv_78389","arv_78389.1",2.8,"078389"
"78390","P07",7.3,9.6,307.300000190735,149.60000038147,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","29","5","5x5","P07quad_5x5",1,"arv_78390","arv_78390.1",2.9,"078390"
"78391","P07",6.3,9.8,306.300000190735,149.800000190735,"Fabaceae","Ormosia","arborea","Ormosia arborea","A","2009-10-09","32","4","5x5","P07quad_5x5",1,"arv_78391","arv_78391.1",3.2,"078391"
"78392","P07",5.8,5.5,305.800000190735,145.5,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-09","43","5","5x5","P07quad_5x5",1,"arv_78392","arv_78392.1",4.3,"078392"
"78393","P07",8,7.1,308,147.099999904633,"Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","A","2009-10-09","11","2","5x5","P07quad_5x5",1,"arv_78393","arv_78393.1",1.1,"078393"
"78394","P07",9.3,9,309.300000190735,149,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-10-09","20","6","5x5","P07quad_5x5",1,"arv_78394","arv_78394.1",2,"078394"
"78395","P07",8.8,3,308.800000190735,143,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","30","4","5x0","P07quad_5x0",1,"arv_78395","arv_78395.1",3,"078395"
"78396","P07",7.7,0.8,307.699999809265,140.800000011921,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-10-09","32","4","5x0","P07quad_5x0",1,"arv_78396","arv_78396.1",3.2,"078396"
"78397","P07",6.5,1.6,306.5,141.600000023842,"Rubiaceae","Amaioua","intermedia","Amaioua intermedia","A","2009-10-09","17","4","5x0","P07quad_5x0",1,"arv_78397","arv_78397.1",1.7,"078397"
"78398","P07",5.3,2.8,305.300000190735,142.799999952316,"Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","A","2009-10-09","29","6","5x0","P07quad_5x0",1,"arv_78398","arv_78398.1",2.9,"078398"
"78399","P07",4.4,14.1,304.400000095367,154.10000038147,"Aquifoliaceae","Ilex","dumosa","Ilex dumosa","A","2009-10-09","20","5","0x10","P07quad_0x10",1,"arv_78399","arv_78399.1",2,"078399"
"78400","P07",1,10.4,301,150.39999961853,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-10-09","15","3","0x10","P07quad_0x10",1,"arv_78400","arv_78400.1",1.5,"078400"
"78401","P04",13.2,0.9,313.199999809265,80.8999999761581,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-07","21","3","10x0","P04quad_10x0",1,"arv_78401","arv_78401.1",2.1,"078401"
"78402","P04",12,3.9,312,83.9000000953674,"Meliaceae","Guarea","macrophylla","Guarea macrophylla","A","2009-10-07","15","3","10x0","P04quad_10x0",1,"arv_78402","arv_78402.1",1.5,"078402"
"78403","P04",10.3,9.3,310.300000190735,89.3000001907349,"Myrtaceae","Myrcia","racemosa","Myrcia racemosa","A","2009-10-07","17","3","10x5","P04quad_10x5",1,"arv_78403","arv_78403.1",1.7,"078403"
"78404","P04",13.5,9.2,313.5,89.1999998092651,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-10-07","51","5","10x5","P04quad_10x5",1,"arv_78404","arv_78404.1",5.1,"078404"
"78405","P04",13.7,9.8,313.699999809265,89.8000001907349,"Sapotaceae","Manilkara","subsericea","Manilkara subsericea","A","2009-10-07","38","4","10x5","P04quad_10x5",1,"arv_78405","arv_78405.1",3.8,"078405"
"78406","P04",18.5,6,318.5,86,"Meliaceae","Cabralea","canjerana","Cabralea canjerana","A","2009-10-07","31; 10","3","15x5","P04quad_15x5",2,"arv_78406","arv_78406.1",3.1,"078406"
"78407","P04",18,4.5,318,84.5,"Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","A","2009-10-07","37","5","15x0","P04quad_15x0",1,"arv_78407","arv_78407.1",3.7,"078407"
"78408","P04",18.6,4,318.60000038147,84,"Myrtaceae","Myrcia","ilheosensis","Myrcia ilheosensis","A","2009-10-07","19","3","15x0","P04quad_15x0",1,"arv_78408","arv_78408.1",1.9,"078408"
"78409","P04",19.7,1.3,319.700000762939,81.2999999523163,"Myrtaceae","Myrcia","ilheosensis","Myrcia ilheosensis","A","2009-10-07","20","4","15x0","P04quad_15x0",1,"arv_78409","arv_78409.1",2,"078409"
"78410","P05",4.1,3.5,304.099999904633,103.5,"Celastraceae","Maytenus","robusta","Maytenus robusta","A","2009-10-09","10","2","0x0","P05quad_0x0",1,"arv_78410","arv_78410.1",1,"078410"
"78411","P05",5.5,8.3,305.5,108.300000190735,"Celastraceae","Maytenus","robusta","Maytenus robusta","A","2009-10-09","10","2","5x5","P05quad_5x5",1,"arv_78411","arv_78411.1",1,"078411"
"78412","P05",7.9,7.4,307.900000095367,107.400000095367,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-10-09","15; 23","3","5x5","P05quad_5x5",2,"arv_78412","arv_78412.1",1.5,"078412"
"78413","P05",8.1,5.6,308.10000038147,105.599999904633,"Rubiaceae","Psychotria","hastisepala","Psychotria hastisepala","A","2009-10-09","14","3","5x5","P05quad_5x5",1,"arv_78413","arv_78413.1",1.4,"078413"
"78414","P05",7.3,4.3,307.300000190735,104.300000190735,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-10-09","14","4","5x0","P05quad_5x0",1,"arv_78414","arv_78414.1",1.4,"078414"
